,Time,User,Tweet
894,2022-11-10 19:00:01+00:00,53347647,"#Climate action is now necessary more than ever.

The EU is a leader by example, but it must take many more steps.

We need carbon neutrality.

But we also need to keep jobs and industry alive. #COP27

@lidiafopereira @SeanKellyMEP @jessicapolfjard @peterliese https://t.co/rWc73m7rFN"
895,2022-11-10 18:30:00+00:00,53347647,"The European Parliament approved a new law that increases EU-wide cooperation for #cybersecurity. 

It is a major step forward in European digital strategy.  

The EU is becoming more cyber resilient. 

Watch👇 https://t.co/TPI1HchHGD"
896,2022-11-10 17:00:03+00:00,53347647,"Grab your chance and become our trainee!  

🔹Gain valuable work experience  
🔸Make friends for life  
🔹Live the dream of working in the EU Parliament!  

Apply now: https://t.co/SUnxrYlLVB 

#traineeships #internships https://t.co/X1MxUCM6Q4"
897,2022-11-10 16:33:55+00:00,53347647,RT @ManfredWeber: Great news! Today the European Parliament overwhelmingly voted for Croatia to join the #Schengen area. Croatia is a Europ…
898,2022-11-10 16:02:53+00:00,53347647,"RT @RJukneviciene: Next Tuesday @YFelshtinsky, a prominent Russian-American historian, will join me for a conversation at the @Europarl_EN.…"
899,2022-11-10 16:00:35+00:00,53347647,"👨‍💻The new Network and Information Security Directive will be a boost for the EU's #cybersecurity.

“In a world of hybrid warfare, we must protect the internet cables upon which our economies depend, as carefully as our borders and pipelines”- @EvaMaydell.

https://t.co/D3A3zV0aBc https://t.co/ic7wmwC1HB"
900,2022-11-10 15:00:01+00:00,53347647,"Cyberattacks are a growing threat to all of us. Europe’s cyber resilience and cyber security are critical to our economic resilience. 

#cybersecurity 

@EvaMaydell @mgracacarvalho @DeirdreCluneMEP @HennaVirkkunen @CristianSBusoi @ANiebler  

Watch⤵️ https://t.co/gc5EnxH3l2"
901,2022-11-10 14:35:47+00:00,53347647,"RT @EPP: We must not turn our eyes from #Iran, where lawmakers called on the government to issue the death sentence for protesters.

Protes…"
902,2022-11-10 13:30:00+00:00,53347647,"The European Parliament approved a new law that increases EU-wide cooperation for #cybersecurity. 

It is a major step forward in European digital strategy.  

The EU is becoming more cyber resilient. 

Watch👇 https://t.co/wZpORehNTt"
903,2022-11-10 13:00:01+00:00,53347647,"Croatia has the longest external border of all EU countries.  

Becoming a member of the #Schengen club will be very important for business &amp; tourism in the country.  
#EPlenary

Watch ⤵️ https://t.co/KaVr6dqaZa"
904,2022-11-10 12:30:00+00:00,53347647,"🇭🇷 Croatia is ready to join #Schengen!

Today, @Europarl_EN voted on the accession of Croatia to the Schengen free movement area.

🇧🇬 🇷🇴 But let's not stop here! Let us continue the Schengen success story and finally bring Bulgaria and Romania on board!

Watch⬇️ https://t.co/tMnAKTU5Bu"
905,2022-11-10 12:27:29+00:00,53347647,"RT @EPP: Congratulations to Croatia and to PM @AndrejPlenkovic! 

🇭🇷 Croatia belongs in #Schengen! 
Let’s keep bringing European citizens c…"
906,2022-11-10 12:05:27+00:00,53347647,"RT @FitzgeraldFrncs: GOOD NEWS! The new regulation on enhanced cyber security for the financial sector, which I helped to negotiate, passed…"
907,2022-11-10 12:00:15+00:00,53347647,"The Network and Information Security Directive will:
👉set out minimum rules for cooperation
👉update the list of activities subject to #cybersecurity obligations

It ""is adding a piece to the bigger puzzle for gaining greater resilience""- @EvaMaydell.

https://t.co/D3A3zV0aBc https://t.co/ccJYoPaqkx"
908,2022-11-10 11:51:48+00:00,53347647,".@EPPGroup welcomes the adoption of the Anti-Racism Report &amp; reiterates its commitment to fighting all forms of discrimination.

Any cases of racism have to be thoroughly investigated. This is why we support the work of law enforcement in protecting the rights of all people in🇪🇺."
909,2022-11-10 11:31:49+00:00,53347647,"🚨Croatia is ready to join the #Schengen free-travel area!

🇭🇷 met 281 recommendations in 8 areas of the Schengen acquis.  

🗣️""I am confident that this will be another success story for European integration”, says @paulorangel_pt.  

Read more: https://t.co/Z6DqW1lgkN https://t.co/DgPKZzqw8I"
910,2022-11-10 11:07:45+00:00,53347647,"RT @EvaMaydell: #NIS2 is adopted!✅

The 🇪🇺faces full-blown hybrid warfare! Global players like Russia want to rewrite the rules-based order…"
911,2022-11-10 10:41:22+00:00,53347647,"Today, the #EPlenary confirmed the introduction of new measures against distortive foreign subsidies. 

""This is a major step forward in protecting our EU Single Market"", says @CHansenEU. https://t.co/NDZYTsRIR0"
912,2022-11-10 10:35:07+00:00,53347647,"🚨 #BREAKING: MEPs approve Croatia’s full membership of #Schengen area!

“I now urge EU MS to swiftly give the green light to Croatia's accession to the Schengen area for internal border controls to be lifted by the end of this year”, @paulorangel_pt.

🔗: https://t.co/Z6DqW14diN https://t.co/L2c9zMvncX"
913,2022-11-10 10:32:20+00:00,53347647,"RT @SMuresan: GOOD NEWS! We have just adopted, with overwhelming majority, the @Europarl_EN position on #REPowerEU: 471 for, 90 against, 53…"
914,2022-11-10 10:30:49+00:00,53347647,RT @peterliese: #EU-Kommission hat heute neue Vorschläge zu #Abgasen bei Autos gemacht. Im Vergleich zu radikalen Forderungen von Grünen un…
915,2022-11-10 10:30:02+00:00,53347647,"The @Europarl_EN gave its green light to ease the cross-border transport of goods.

""With traditional #transport routes being blocked, we needed to find alternative ways to transport grains and other relevant goods to and from Ukraine and Moldova,” @MarianMarinescu. https://t.co/44sQuSQu3Q"
916,2022-11-10 10:29:45+00:00,53347647,"RT @PauloRangel_pt: We did it! 🇪🇺 🇭🇷
Croatia’s road to Schengen is open. 
As rapporteur, I hope that the @EUCouncil will open the door to C…"
917,2022-11-10 10:28:09+00:00,53347647,RT @CHansenEU: We did it 💪 ➕598 ➖005 ⭕️009 https://t.co/shmgZZLZ1w https://t.co/Qve2eORvE4
918,2022-11-10 10:00:52+00:00,53347647,"The @Europarl_EN will confirm the introduction of new measures against distortive foreign subsidies! 

""This is a major step forward in protecting our EU #SingleMarket while keeping it open to fair and beneficial international trade and investments"", said @CHansenEU. https://t.co/kWvv9n1zvT"
919,2022-11-10 09:21:05+00:00,53347647,"🚨 We need a boost for the EU's cyber resilience!

Today, MEPs will vote on a new law to improve EU´s #cybersecurity.

It “will improve the resilience and incident response capabilities of the public and private sector and the EU as a whole”- @EvaMaydell.

https://t.co/D3A3zV0IqK https://t.co/0RRKeSidaq"
920,2022-11-10 09:00:01+00:00,53347647,"The EU needs an ambitious strategy for #esports.

Video games ecosystem:
🎮 Over 80.000 jobs in the EU 
🎮 Over 4.900 studios 
🎮 200 publishers 

And today the @Europarl_EN votes on its first report for this sector.

🔴 Watch LIVE: https://t.co/dkRuDhCJVh https://t.co/TRPgeBWdDg"
921,2022-11-10 08:30:17+00:00,53347647,"Today, MEPs will approve a new law on #cybersecurity. 

It will:  
🔵 strengthen security requirements and tighten supervision and enforcement  
🔵 minimise the ministrative burden placed on SMEs 

The new Directive will assist in making the EU more cyber-resilient! https://t.co/gT0N3SDLhq"
922,2022-11-10 05:52:19+00:00,53347647,RT @PauloRangel_pt: There are no legitimate excuses to delay this decision! Giving Croatia 🇭🇷 full access to the #Schengen Area and to the…
923,2022-11-09 21:00:00+00:00,53347647,"📍Today, @Europarl_EN debates Croatia's full accession to #Schengen. 

Rapporteur @PauloRangel_pt: 
There are no obstacles to full membership for Croatia🇭🇷.  

Watch the video ↙ https://t.co/ycK6BfWeOA"
924,2022-11-09 20:30:14+00:00,53347647,"🚨 We are now more conscious than ever of the threat posed by hackers to European citizens!

We are therefore putting in place #cybersecurity rules to:
👉 help the digitalisation of European finance
👉 provide consumer protection

https://t.co/t3wrPFwPEY https://t.co/59Bchp7Z9T"
925,2022-11-09 20:03:00+00:00,53347647,"Climate change knows no borders. Therefore, it must be tackled through international agreements and joint efforts.

The EU must be a frontrunner in:
🌿Investing in green innovation and research
🌿Improving renewal energy output
🌿Promoting a sustainable economic growth

#COP27 https://t.co/ebaouC5A1k"
926,2022-11-09 19:29:00+00:00,53347647,"The Ukrainian state will need the money:

👉for hospitals
👉for schools to function
👉for public administration

""We call on colleagues here in the Parliament to stay united, to make sure that we stand by the side of Ukraine"", says @SMuresan.

Watch👇
#StandWithUkraine https://t.co/jeB5jzs26f"
927,2022-11-09 19:01:39+00:00,53347647,"📅 Tomorrow, @Europarl_EN will vote on the accession of Croatia to the #Schengen free movement area. 

🇭🇷’s membership will: 
👉 strengthen Schengen 
👉 protect the external EU borders 

Let Croatia join Schengen! https://t.co/HEzvZTL4zA"
928,2022-11-09 18:42:54+00:00,53347647,"🚨Our #FoodSecurity is at stake. Farmers can't afford rising fertiliser prices and collapsing supply.

""Unfortunately, today's @EU_Commission's communication doesn't give an answer to that,"" says @HerbertDorfmann.

A direct question to the Commission⤵️ https://t.co/XvTZoPHHY8"
929,2022-11-09 18:30:17+00:00,53347647,"🤝European cooperation will deliver huge benefits in #cybersecurity.

🗣️“Our Member States, when acting in unison, are much better equipped to fight against the thousands of assaults that affect the banking sector every day”, says @IsabelBenjumea.

🔗Read: https://t.co/t3wrPFfego https://t.co/l8tztHo4m0"
930,2022-11-09 18:23:48+00:00,53347647,"RT @RJukneviciene: A warm meeting with Yuliia Paievska, also known as Taira. A real life heroine, one of the defenders of #Mariupol.

Last…"
931,2022-11-09 18:00:41+00:00,53347647,"🚨We must protect banks against Russian, Chinese or Iranian hackers!

🛡️If Europe wants to remain secure and a globally competitive market, we must make sure our financial sector is able to tackle to all potential threats.

@FitzgeraldFrncs

https://t.co/t3wrPFwPEY #cybersecurity https://t.co/jBYYvLjB1C"
932,2022-11-09 17:35:18+00:00,53347647,"Mr. Macron does not pronounce any single word of reprimand to Maduro.

So now, business as usual!

A shameful friendly exchange with a dictator, Putin's best friend in LatAm, under investigation by the International Criminal Court and his inner circle sanctioned by the EU. https://t.co/IczKsKwP3V"
933,2022-11-09 17:30:24+00:00,53347647,"Also today, #EPlenary will debate on the Digital Operational Resilience Act, which will set uniform standards for the security of:  

🔵 network and information systems of banks  
🔵 insurance companies  
🔵 investment firms  

Robust #cybersecurity rules are essential! https://t.co/iPMZm2Ka0d"
934,2022-11-09 17:15:36+00:00,53347647,"❗️We pushed the @EU_Commission to take urgent action to ease the rising fertiliser prices and shortages that threaten our #FoodSecurity - but today's guidelines are not enough. 

""Why didn't the Commission properly assess the reason for high prices?"" asks @HerbertDorfmann MEP. https://t.co/Co2RckJj0B"
935,2022-11-09 17:02:00+00:00,53347647,"And remember, gaming can be really fun but, as with everything, make sure you do it in moderation. 

There’s a whole world of great activities outside of your screen. 

Don’t forget about them. 🎮🤸‍♀️🧘‍♂️🎨🎸🏀 

3/3"
936,2022-11-09 17:01:38+00:00,53347647,"Potential such as: 
🕹️ innovation 
🕹️ growth 
🕹️ jobs 
🕹️ creativity 

Challenges such as:
🕹️ chronic talent shortage
🕹️ connectivity and infrastructure
🕹️ addiction, harassment, inappropriate content 

Therefore, a @Europarl_EN strategy on #esports and gaming is important.

2/3"
937,2022-11-09 17:01:00+00:00,53347647,"Gaming is for kids? 

Check out the average age of a European player ⤵️ 

This is an industry with massive potential, but with challenges as well. 

1/3 https://t.co/3C8NLhTF6a"
938,2022-11-09 16:44:48+00:00,53347647,"The Ukrainian state will need the money:

👉for hospitals
👉for schools to function
👉for public administration

""We call on colleagues here in the Parliament to stay united, to make sure that we stand by the side of Ukraine"", says @SMuresan.

Watch👇
#StandWithUkraine https://t.co/5N6TfsSgNm"
